iter	Passed	Remaining
0	6	33649
1	13	34306
2	19	32662
3	29	37074
4	36	36704
5	44	36690
6	52	37209
7	61	38684
8	70	39192
9	77	38823
10	83	37970
11	90	37671
12	97	37380
13	103	36935
14	112	37373
15	118	36884
16	125	36683
17	131	36524
18	139	36569
19	146	36453
20	152	36235
21	160	36421
22	166	36136
23	174	36228
24	181	36027
25	188	36029
26	194	35815
27	201	35712
28	207	35598
29	213	35437
30	220	35368
31	226	35194
32	232	35021
33	238	34889
34	244	34737
35	252	34809
36	258	34655
37	265	34610
38	271	34557
39	278	34552
40	284	34458
41	290	34316
42	296	34188
43	301	34015
44	307	33907
45	315	33951
46	321	33878
47	327	33746
48	332	33599
49	338	33474
50	343	33323
51	348	33164
52	354	33091
53	360	33060
54	367	33011
55	372	32911
56	378	32837
57	384	32788
58	392	32891
59	400	32945
60	406	32927
61	413	32949
62	419	32899
63	425	32836
64	431	32753
65	437	32669
66	443	32651
67	449	32585
68	455	32518
69	462	32573
70	468	32538
71	474	32471
72	480	32410
73	485	32332
74	491	32285
75	497	32203
76	502	32127
77	508	32080
78	514	32034
79	520	31981
80	526	31972
81	531	31905
82	885	52452
83	1166	68274
84	1358	78555
85	1369	78280
86	1376	77752
87	1387	77456
88	1393	76913
89	1400	76391
90	1406	75851
91	1412	75363
92	1424	75145
93	1432	74780
94	1442	74476
95	1452	74179
96	1467	74175
97	1474	73764
98	1482	73407
99	1488	72959
100	1496	72567
101	1503	72177
102	1510	71807
103	1521	71604
104	1527	71190
105	1535	70898
106	1545	70651
107	1553	70378
108	1562	70131
109	1573	69940
110	1579	69569
111	1586	69219
112	1593	68903
113	1600	68595
114	1607	68286
115	1614	67959
116	1622	67699
117	1628	67387
118	1635	67097
119	1642	66804
120	1649	66507
121	1658	66320
122	1668	66166
123	1678	66021
124	1687	65825
125	1696	65614
126	1703	65369
127	1709	65084
128	1718	64889
129	1724	64595
130	1730	64328
131	1736	64056
132	1743	63787
133	1751	63601
134	1757	63345
135	1764	63109
136	1770	62839
137	1777	62630
138	1785	62432
139	1791	62184
140	1798	61987
141	1805	61753
142	1813	61586
143	1820	61377
144	1827	61202
145	1836	61049
146	1846	60971
147	1855	60821
148	1865	60732
149	1873	60571
150	1882	60464
151	1888	60247
152	1896	60076
153	1902	59858
154	1908	59644
155	1914	59442
156	1921	59257
157	1931	59186
158	1936	58962
159	1943	58795
160	1951	58639
161	1957	58450
162	1964	58292
163	1970	58101
164	1976	57920
165	1982	57736
166	1989	57587
167	1995	57380
168	2000	57182
169	2006	56996
170	2014	56878
171	2019	56684
172	2027	56576
173	2033	56401
174	2041	56277
175	2047	56117
176	2053	55959
177	2062	55868
178	2069	55726
179	2075	55585
180	2082	55447
181	2090	55338
182	2096	55183
183	2103	55043
184	2108	54875
185	2113	54709
186	2119	54557
187	2125	54402
188	2130	54234
189	2136	54099
190	2142	53941
191	2147	53782
192	2152	53619
193	2158	53469
194	2163	53310
195	2168	53161
196	2174	53014
197	2179	52855
198	2185	52729
199	2191	52602
200	2197	52459
201	2203	52350
