iter	MAPE	RMSE	R2	MAE
114	0.3428039463	611898.9811	0.8877604618	248821.5829
115	0.3415249031	610586.2616	0.8882415248	248418.1667
116	0.3395789606	609431.7004	0.8886637748	247941.2127
117	0.3396955987	608534.2109	0.8889914555	247863.9128
118	0.3393249094	607326.9623	0.8894314701	247575.7677
119	0.339685287	606210.4064	0.8898376515	247530.0276
120	0.3378312403	604934.1985	0.8903009959	247105.1884
121	0.3352570833	603547.5297	0.8908033376	246413.7658
122	0.335969271	602879.4943	0.891044932	246491.4422
123	0.3365270559	601522.1353	0.8915349956	246440.2824
124	0.3375127049	600528.1408	0.8918931688	246499.6
125	0.3378023481	599687.7766	0.8921955211	246490.1877
126	0.3385225305	598967.5092	0.8924543272	246536.4168
127	0.338348047	598181.1293	0.8927365336	246464.0829
128	0.3388928876	597155.6805	0.8931039772	246416.844
129	0.3388745121	596408.0549	0.8933714725	246332.8003
130	0.3389784527	593986.1711	0.8942357049	245986.7733
131	0.3391404719	592787.8099	0.8946620313	245958.6197
132	0.3395920376	591615.6955	0.8950781872	245888.9602
133	0.3397927587	590506.2768	0.8954713244	245900.1925
134	0.3396814423	588498.7766	0.896180833	245474.769
135	0.3381473235	587360.8562	0.8965819341	245072.2759
136	0.3381393294	586169.5188	0.897001032	245091.4463
137	0.3372220521	584523.2424	0.8975787716	244489.5499
138	0.3378001158	584046.1539	0.897745896	244529.2863
139	0.3378447018	582489.3628	0.8982902917	244515.7043
140	0.3370459317	581021.2895	0.8988023325	243810.6926
141	0.3371829613	580247.9881	0.8990715281	243813.7377
142	0.3358844677	579330.0858	0.8993905959	243486.6771
143	0.3358157649	578619.5115	0.8996372484	243420.9866
144	0.3340580538	577443.8871	0.9000446631	242943.0111
145	0.3345448663	577164.5802	0.9001413355	242977.5174
146	0.3340089755	576541.0312	0.9003569868	242861.0176
147	0.3336484025	575629.9476	0.9006716613	242744.2157
148	0.3335582192	574657.4192	0.9010070088	242673.4407
149	0.332275246	572521.9565	0.90174137	242103.0832
150	0.3320194291	570290.8433	0.9025057039	241779.4479
151	0.3323955983	569879.5036	0.9026462947	241808.7759
152	0.3313122076	569168.5311	0.9028890569	241519.3402
153	0.3311418552	568714.4376	0.9030439491	241506.5282
154	0.3310918569	567821.2655	0.903348251	241337.5913
155	0.331366734	567582.3561	0.9034295658	241348.343
156	0.3317212701	567358.6959	0.9035056595	241374.6319
157	0.3305537384	566543.7173	0.9037826776	241095.7476
158	0.330703838	565742.3158	0.9040546926	241060.2055
159	0.3305935979	563976.4984	0.9046526945	240630.5951
160	0.3282941197	561934.6375	0.9053418491	239988.9747
161	0.3260591825	560249.2337	0.9059088117	239369.6778
162	0.32631652	559947.1313	0.9060102577	239389.7933
163	0.3243679287	558823.5012	0.9063870923	238981.7032
164	0.3246149522	558581.3567	0.9064682018	238996.6032
165	0.3228034679	557983.8949	0.9066681791	238699.601
166	0.3224687377	555442.8876	0.9075162926	238325.0703
167	0.32271796	555241.4523	0.9075833602	238340.475
168	0.3226900869	554821.4749	0.9077231128	238333.8926
169	0.3210238348	554191.1782	0.9079326532	238054.3342
170	0.3206049858	552406.9075	0.9085245379	237787.0606
171	0.320300383	551757.6351	0.9087394432	237685.905
172	0.3202121219	551305.1948	0.9088890488	237697.4604
173	0.3203838869	551108.4961	0.9089540517	237706.5132
174	0.3195323517	549987.2525	0.9093241452	237252.9145
175	0.3181314357	549525.2132	0.9094764331	236992.9546
176	0.3183106566	549320.2054	0.9095439626	236992.9878
177	0.3184886867	549110.1942	0.9096131141	236995.8715
178	0.3185688559	548601.2962	0.9097805719	236968.9666
179	0.3185055801	547623.2795	0.9101019618	236780.0493
180	0.3182873816	545336.9126	0.9108510564	236464.7989
181	0.316933748	544834.0228	0.9110154004	236191.1148
182	0.3170898539	544651.7904	0.9110749164	236195.0266
183	0.3163156479	543967.2715	0.9112982982	236019.1
184	0.3159785551	543475.0735	0.9114587455	235953.6252
185	0.3158984072	542858.4257	0.9116595562	235811.7215
186	0.3156497391	541935.5719	0.9119596566	235609.2935
187	0.3149621058	541691.0394	0.9120390899	235515.145
188	0.3146145248	540224.9656	0.9125145738	235354.0254
189	0.3132886775	539394.6384	0.9127832978	234978.2126
190	0.3116572851	538902.7373	0.9129422998	234725.0447
191	0.3105269242	537590.4642	0.9133657691	234271.1274
192	0.3106170065	537397.2081	0.9134280454	234276.2673
193	0.3098203448	536466.8018	0.9137275534	233875.4454
194	0.3083530038	535715.0064	0.9139691854	233520.1934
195	0.3083272247	535220.6771	0.9141278815	233489.8905
196	0.3078685897	533467.778	0.9146894393	233010.6287
197	0.3079217645	533284.1899	0.9147481469	233012.23
198	0.307935979	532960.5328	0.9148515964	232978.9083
199	0.3064017005	531555.395	0.915299988	232555.5295
200	0.3064856449	531386.015	0.9153539587	232551.2891
201	0.3051410794	530275.1604	0.9157074914	231945.5858
202	0.3050862868	529955.1989	0.9158091828	231918.9551
203	0.3045674391	529256.4918	0.9160310353	231768.1238
204	0.3040533049	528267.4995	0.9163445584	231428.2611
205	0.3027127158	527341.5067	0.9166375783	231127.1468
206	0.3027737736	527193.2308	0.9166844508	231122.1817
207	0.3014972609	526066.5884	0.9170401706	230867.9093
208	0.3012396533	525461.5171	0.9172308983	230745.612
209	0.3012853312	525309.2308	0.9172788667	230748.3691
210	0.3009114429	524611.8694	0.9174983498	230605.7417
211	0.300806228	524326.2102	0.9175881721	230611.2711
212	0.30087475	524178.7682	0.9176345145	230602.0005
213	0.3006947175	523855.8307	0.9177359711	230579.022
214	0.3003795269	522676.0203	0.9181060984	230399.0366
215	0.3000318317	521257.0796	0.9185501396	229750.1695
216	0.3001060997	521121.9763	0.9185923557	229737.3134
217	0.2994654051	520758.6757	0.918705823	229571.1729
218	0.2994560243	520622.3518	0.9187483797	229557.0839
219	0.2977903061	520115.1254	0.9189066245	229295.527
220	0.2974559284	519135.7657	0.9192117293	228835.0073
221	0.296351254	517684.4055	0.9196628212	228568.8279
222	0.2954118741	517290.7828	0.919784944	228350.0248
223	0.2954316964	517163.2402	0.9198244945	228339.652
224	0.2938303009	516745.7979	0.919953874	228036.9646
225	0.2938627041	516619.8575	0.9199928866	228030.6747
226	0.2932785914	515251.5088	0.9204161481	227841.7037
227	0.2920606286	514095.7113	0.9207727881	227512.2612
228	0.2917825409	513269.4897	0.9210272412	227237.7325
229	0.291805065	513154.163	0.9210627261	227227.0585
230	0.2917633051	512894.2082	0.9211426823	227192.8399
231	0.2916293632	512653.1918	0.9212167772	227112.1921
232	0.2905995783	510830.5135	0.9217759904	226763.8396
233	0.2894656655	510195.8067	0.9219702563	226596.3589
234	0.2883984728	509652.022	0.9221365013	226432.025
235	0.2883981716	509367.4833	0.9222234194	226403.7055
236	0.2880037773	507895.272	0.9226723609	225994.3473
237	0.2866164799	507449.6064	0.9228080075	225762.1288
238	0.2857988122	506842.0388	0.9229927403	225314.1391
239	0.2856060751	506331.0718	0.92314793	225235.9883
240	0.2843180597	505798.4767	0.9233095219	224900.1743
241	0.2837133105	503960.8349	0.9238657657	224299.293
242	0.2825966115	503658.0785	0.923957214	224128.0142
243	0.2826298856	503549.8448	0.923989893	224119.5454
244	0.2818012755	503137.4034	0.9241143568	223932.4825
245	0.2813299243	502306.9132	0.9243646673	223462.2251
246	0.2805889691	502002.676	0.9244562611	223293.8582
247	0.2806251493	501699.9721	0.9245473383	223201.9011
248	0.2804969867	501382.4629	0.924642811	223135.2019
249	0.2799162879	501125.9666	0.9247198935	223014.3393
250	0.2799301294	501033.9384	0.9247475403	223008.0918
251	0.2795504993	500180.6875	0.9250036289	222531.9451
252	0.2794792965	499592.6467	0.9251798652	222486.4748
253	0.2787259983	499227.8082	0.9252891034	222329.6882
254	0.2787101675	499101.7664	0.9253268237	222317.3099
255	0.2772023493	498619.8732	0.9254709511	221778.7956
256	0.2766088636	497399.0687	0.9258354533	221412.8115
257	0.2765857514	497266.1307	0.9258750914	221401.5202
258	0.2756249342	496846.0189	0.9260002863	221111.4906
259	0.2753613411	496555.2653	0.92608687	221068.0076
260	0.2751585722	496324.2025	0.9261556422	221051.9276
261	0.2743609147	496032.5483	0.9262424028	220860.5979
262	0.2739505343	495772.9292	0.9263195907	220795.7218
263	0.2730604459	494786.0188	0.9266126426	220571.5126
264	0.2726311512	494100.2075	0.9268159426	220414.8512
265	0.2723934626	492978.6149	0.9271478167	219871.9322
266	0.2722408728	492375.9368	0.9273258349	219459.2754
267	0.2722013079	492258.1777	0.927360593	219448.9462
268	0.2717241036	491338.9808	0.9276316197	218921.039
269	0.2714300916	490608.5261	0.9278466344	218624.081
270	0.2712209186	490076.4907	0.9280030415	218232.5274
271	0.2704827403	489807.296	0.9280821143	218128.2258
272	0.2702951635	489393.3155	0.9282036316	218020.977
273	0.2698453619	488970.9187	0.9283275134	217761.5423
274	0.2695787282	488283.4834	0.9285288978	217489.2032
275	0.2695796784	488193.9071	0.9285551184	217471.8428
276	0.2682897004	487596.7052	0.9287298068	217094.2838
277	0.2673779123	487330.315	0.9288076601	216984.836
278	0.2673817317	487252.3933	0.9288304249	216979.166
279	0.2666960057	487024.7588	0.9288969073	216862.1803
280	0.2663947461	486734.6433	0.9289815928	216748.8893
281	0.2657279536	486396.1088	0.9290803482	216623.3977
282	0.2655969356	485732.6284	0.9292736955	216382.2216
283	0.2652828752	485374.7853	0.9293778664	216261.4645
284	0.2652620696	485115.0299	0.9294534351	216222.2948
285	0.2652372158	484898.6201	0.9295163627	216208.6541
286	0.264944947	484648.6836	0.9295890043	216154.0377
287	0.2639433091	484349.7514	0.9296758367	215775.1403
288	0.2639245848	484152.845	0.929733004	215764.0403
289	0.2637236423	483706.0657	0.9298626298	215427.5252
290	0.2635132069	483293.8347	0.9299821258	215212.1361
291	0.263555044	483227.1813	0.9300014375	215209.6936
292	0.2630379559	482936.9685	0.9300854906	215113.9812
293	0.262902736	482343.5949	0.9302571898	215006.9228
294	0.2624564366	481133.3042	0.9306067463	214635.9774
295	0.2613374111	480666.0389	0.930741467	214200.9289
296	0.2612570022	480177.0253	0.930882318	214019.6223
297	0.2612518481	479886.3979	0.9309659597	213968.8079
298	0.2609037432	479663.1553	0.9310301739	213857.2097
299	0.260816553	479160.411	0.9311746754	213554.4608
300	0.2608057346	479095.7429	0.9311932516	213548.9925
301	0.2604658029	478174.2442	0.9314576846	213327.64
302	0.2599303809	477727.6324	0.931585661	213139.5585
303	0.2598206521	477349.3515	0.9316939637	213097.2361
304	0.2597647001	477188.0639	0.9317401146	213076.1945
305	0.2589847163	476779.4036	0.931856979	212863.6242
306	0.2589549496	476707.5278	0.931877523	212847.1284
307	0.2581446163	476389.8452	0.9319682877	212644.3843
308	0.2581347035	476328.3604	0.9319858475	212642.0058
309	0.2581284864	476263.4905	0.9320043715	212631.3228
310	0.2580167954	476181.8017	0.9320276948	212627.0195
311	0.2577706944	475158.3003	0.932319579	212334.185
312	0.2568603565	474776.6125	0.9324282688	212063.9586
313	0.2567282297	474286.2377	0.9325677801	211945.0481
314	0.2566382117	473872.5205	0.9326853703	211877.5516
315	0.2565811348	473807.9756	0.9327037065	211876.9543
316	0.2563479236	473124.1374	0.9328978213	211720.1863
317	0.2562155793	472678.0194	0.9330243056	211461.49
318	0.2554956643	472289.0131	0.9331345	211120.2185
319	0.2550928986	471850.4746	0.9332586167	211005.769
320	0.2551072178	471794.8258	0.9332743584	211001.0921
321	0.2549813812	471357.6511	0.9333979598	210912.5432
322	0.2549924528	470789.3872	0.9335584525	210670.6212
323	0.2543122225	470369.1955	0.9336770011	210573.936
324	0.2543130319	470319.1552	0.9336911119	210573.8388
325	0.2537205489	470218.6937	0.9337194364	210483.8287
326	0.2536374866	470065.3122	0.9337626698	210456.4402
327	0.2531439006	469693.513	0.9338674094	210342.4465
328	0.252951175	468840.2047	0.9341074819	210001.6087
329	0.2527895152	468314.2534	0.9342552372	209805.8715
330	0.252729976	468163.723	0.9342974951	209768.2812
331	0.2527357113	468098.4031	0.9343158279	209760.7566
332	0.2525312182	467567.1483	0.934464836	209425.1776
333	0.2524858341	467183.6974	0.9345722825	209338.5273
334	0.2523873746	466275.3929	0.934826446	209105.1224
335	0.2523331006	465305.5519	0.9350972827	208985.5336
336	0.251702148	464803.56	0.9352372469	208857.2969
337	0.251696896	464749.1799	0.9352524	208850.9639
338	0.2515196377	464556.4185	0.9353060988	208788.2508
339	0.2515176089	464509.0562	0.9353192895	208782.2959
340	0.2507607057	464079.4171	0.9354388846	208611.2246
341	0.2502197569	463956.4176	0.9354731026	208491.8446
342	0.2502137552	463822.4462	0.9355103626	208445.593
343	0.2496816432	463589.8408	0.9355750291	208230.1981
344	0.2495658163	463357.085	0.9356397049	208194.1591
345	0.2489518951	463055.4492	0.935723472	207986.1812
346	0.2483914568	462905.9266	0.9357649756	207846.4876
347	0.2482085429	462471.7816	0.9358854072	207580.4717
348	0.2477553856	462247.6829	0.9359475278	207491.4942
349	0.2476664007	461752.4355	0.9360847046	207376.1501
350	0.2473740952	461496.702	0.9361554817	207216.4054
351	0.2472443891	461067.355	0.9362742201	206946.4935
352	0.2472423933	461011.5717	0.9362896392	206941.5099
353	0.246569444	460815.615	0.9363437889	206711.8703
354	0.2465067462	460187.4931	0.9365172058	206392.1427
355	0.2463833635	460075.2575	0.9365481678	206344.4871
356	0.2461726437	459885.3096	0.9366005508	206209.4472
357	0.2460309031	459694.2387	0.9366532217	206113.5868
358	0.245563741	459547.318	0.9366937071	206028.4113
359	0.2455000752	458964.7232	0.9368541195	205852.8169
360	0.2452423695	458382.09	0.9370143389	205773.5552
361	0.2452377428	458325.4467	0.9370299045	205766.5469
362	0.2452293405	458131.6213	0.9370831532	205735.8461
363	0.2452327391	457257.303	0.9373230706	205505.8197
364	0.2447997581	456428.4528	0.9375500881	205310.9644
365	0.2445873367	456141.331	0.9376286331	205136.3761
366	0.2445809924	456105.3301	0.937638478	205132.2029
367	0.2438248221	455886.0462	0.9376984273	204939.0336
368	0.2438032457	455158.6111	0.9378970918	204696.7585
369	0.2437359915	454349.1618	0.9381177817	204500.0498
370	0.2436564982	454266.4946	0.9381402982	204490.0575
371	0.2436765437	453330.5388	0.938394943	204364.9386
372	0.2436491052	453152.2209	0.9384433982	204254.3418
373	0.243468585	452630.6889	0.9385850074	203985.1725
374	0.2433709246	452165.7573	0.9387111107	203706.9231
375	0.2432331134	451557.0749	0.9388760076	203429.9717
376	0.2431739016	451083.6464	0.9390041095	203150.3152
377	0.2427898513	450990.5023	0.9390292969	203064.9811
378	0.2421493633	450780.116	0.9390861691	202833.3113
379	0.242068341	450156.5477	0.9392545779	202474.3782
380	0.24206722	450117.8092	0.9392650324	202472.7108
381	0.2413961477	449871.6335	0.9393314479	202239.7351
382	0.2413455247	449556.8548	0.9394163187	202184.5241
383	0.2410277398	449407.9752	0.939456439	202121.1385
384	0.2407813879	449017.9276	0.9395614866	201856.7548
385	0.2406512755	448592.2596	0.9396760235	201705.2929
386	0.240545168	448300.8475	0.9397543727	201537.4315
387	0.2400193994	448039.5198	0.9398245901	201367.2825
388	0.23953238	447476.0168	0.9399758611	201192.6272
389	0.2395464465	446562.0276	0.9402208145	201064.1925
390	0.2395495355	446521.4932	0.9402316663	201061.0758
391	0.2395503988	446489.0498	0.9402403513	201058.1049
392	0.2395692374	446355.2887	0.9402761521	201023.8321
393	0.2393078072	446067.756	0.940353073	200970.4634
394	0.2391209989	445894.5412	0.9403993876	200900.0731
395	0.2385105612	445728.5521	0.9404437533	200716.3477
396	0.2384592453	445270.2512	0.9405661625	200593.5697
397	0.2382677488	444819.2766	0.940686492	200519.6555
398	0.2382122528	444393.9238	0.9407998734	200260.7433
399	0.2381619392	444160.2529	0.9408621142	200244.8528
400	0.2376874328	443730.5471	0.9409764855	200098.6403
401	0.2375364091	443282.5469	0.9410956082	199869.6854
402	0.2374620507	442854.8653	0.941209216	199746.9536
403	0.2372838878	441835.8685	0.9414794567	199492.9261
404	0.2372734609	441705.9839	0.9415138577	199483.6046
405	0.2371817712	441433.8799	0.9415858939	199333.5941
406	0.2366635611	441225.4678	0.9416410384	199242.1473
407	0.2366707784	441098.6242	0.9416745877	199227.6097
408	0.2364402307	440389.2366	0.9418620381	198916.1909
409	0.2362818348	439562.5398	0.9420801059	198696.1036
410	0.2362355089	439438.3985	0.9421128168	198631.7397
411	0.2361487953	439079.4315	0.9422073515	198539.3455
412	0.235894358	438274.8016	0.9424189719	198257.5769
413	0.2359118818	438126.4943	0.9424579349	198209.5403
414	0.235624412	437463.0855	0.9426320627	197830.5547
415	0.2355892398	437064.9809	0.9427364283	197591.0231
416	0.2354109311	436637.5685	0.9428483714	197519.5637
417	0.2353871705	436399.5889	0.9429106528	197352.4463
418	0.2354427822	435587.5224	0.9431229226	197246.6566
419	0.2349991265	435359.3481	0.9431824949	197094.2334
420	0.2349313437	435219.4155	0.9432190135	197074.1203
421	0.234377097	435017.1226	0.9432717856	196875.5703
422	0.2342262348	434688.5441	0.9433574495	196745.6099
423	0.2341782142	434301.3366	0.9434583155	196577.0396
424	0.2341016404	434031.6591	0.9435285123	196428.1404
425	0.2337359602	433779.8269	0.9435940246	196172.8702
426	0.2337443189	432982.3479	0.9438012322	196065.6135
427	0.2335624608	432770.9881	0.9438560856	195981.2048
428	0.2330663653	432583.3614	0.9439047571	195811.1881
429	0.2330929782	431827.1617	0.944100706	195712.2567
430	0.2331104835	431687.0194	0.9441369825	195672.3454
431	0.2330440238	431005.4122	0.9443132518	195590.8223
432	0.2328874589	430772.2613	0.9443734826	195451.1326
433	0.2328065773	430522.0227	0.9444380915	195316.0213
434	0.2324596364	430360.8781	0.9444796774	195146.8519
435	0.232405302	429688.7552	0.9446529614	194827.1755
436	0.2323617276	429059.4532	0.9448149601	194552.4531
437	0.2321279635	428543.9	0.9449474999	194330.4985
438	0.2320653002	428419.7756	0.9449793863	194311.3694
439	0.2315991854	428233.0987	0.9450273245	194226.8084
440	0.2315808581	427924.325	0.9451065711	194033.1582
441	0.2311146692	427728.9959	0.9451566727	193825.0303
442	0.2306927496	427601.6513	0.945189324	193699.1217
443	0.2302207494	427465.8955	0.9452241213	193553.3066
444	0.2302012826	427126.7186	0.9453110117	193364.4615
445	0.2302006661	426265.5854	0.9455313071	193222.7348
446	0.2301189792	425903.0232	0.9456239249	193063.9764
447	0.2298799279	425646.758	0.9456893412	192957.998
448	0.2299011747	425543.5407	0.9457156782	192928.7655
449	0.2298432561	425322.4616	0.9457720673	192807.3014
450	0.229649258	425102.7265	0.9458280846	192768.8808
451	0.2296749167	424504.2563	0.9459805063	192500.9171
452	0.2294775386	424289.297	0.946035201	192397.5279
453	0.2294025729	423943.4948	0.9461231294	192248.4803
454	0.2292274569	423762.2093	0.9461691969	192184.333
455	0.2287759656	423529.5336	0.9462282946	191954.294
456	0.2287874437	422835.1364	0.9464044726	191858.2031
457	0.228387962	422685.7369	0.9464423396	191725.3585
458	0.2281655473	422087.7658	0.9465937678	191486.9715
459	0.2279429266	421830.946	0.9466587382	191338.3637
460	0.2276477315	421641.7086	0.9467065863	191161.8473
461	0.2275763448	421421.1077	0.9467623374	191043.592
462	0.2274408406	421152.8322	0.9468300977	190946.6827
463	0.2270362636	420981.0851	0.9468734545	190875.371
464	0.2270483957	420302.3133	0.9470446343	190778.8903
465	0.2270709483	419738.1528	0.9471867	190527.3782
466	0.2270801641	418961.6435	0.9473819269	190404.4898
467	0.2269152566	418620.3607	0.9474676165	190218.6371
468	0.2268141966	418287.8187	0.9475510443	190057.5972
469	0.2266871042	418032.5248	0.9476150472	189967.7838
470	0.2267039451	417291.8896	0.9478005053	189853.8376
471	0.2263014502	417081.1364	0.9478532187	189752.5921
472	0.2261867173	416900.3764	0.947898409	189634.6195
473	0.2262032023	416269.743	0.948055915	189550.0795
474	0.2260162021	415729.3943	0.9481906819	189337.7341
475	0.2258940505	415246.8718	0.9483108786	189224.1743
476	0.2257357866	414951.5632	0.9483843714	189180.6844
477	0.2256123068	414705.0877	0.9484456711	189077.06
478	0.2256402005	414184.2111	0.948575096	188848.9366
479	0.2250823752	413912.9219	0.9486424402	188687.759
480	0.2248050528	413736.957	0.9486860977	188523.6176
481	0.2246529988	413457.1508	0.9487554804	188482.5944
482	0.2245399874	413221.2796	0.9488139322	188399.669
483	0.2245613228	412551.0139	0.9489798503	188297.2629
484	0.2245707567	411961.8382	0.9491254729	188206.6993
485	0.2244944515	411791.2168	0.9491676053	188110.155
486	0.2243975439	411554.1007	0.9492261287	188007.7627
487	0.2242897997	410616.7891	0.9494571396	187828.0632
488	0.2243202053	410131.4931	0.9495765393	187615.453
489	0.223917273	409784.0476	0.9496619362	187523.3611
490	0.2238142566	408899.7909	0.9498789468	187353.1165
491	0.2238546778	408526.4363	0.9499704332	187186.7651
492	0.2237566908	407680.5006	0.9501774112	187024.5649
493	0.2234674052	407486.8164	0.9502247402	186867.5464
494	0.2233628003	407068.9189	0.9503267817	186584.1483
495	0.2233388234	406752.5074	0.9504039729	186512.0594
496	0.2232638377	406483.5077	0.9504695504	186356.769
497	0.2232365475	406206.7103	0.9505369835	186268.2254
498	0.2231291867	405984.2424	0.9505911477	186192.2787
499	0.2230420354	405785.2251	0.9506395772	186125.756
500	0.2223733242	405612.9061	0.9506814907	185872.5245
501	0.2222008937	405308.4672	0.9507554964	185732.6611
502	0.2220702815	404967.777	0.9508382485	185692.6833
503	0.2219846778	404764.8795	0.9508874983	185626.9858
