iter	MAPE	RMSE	R2	MAE
102	0.3595901949	642484.2602	0.8778999098	257768.4714
103	0.3596241275	640180.0568	0.878774138	257519.5941
104	0.3584383949	638440.7191	0.8794319725	256852.4197
105	0.3588510892	636261.7551	0.8802535526	256712.1001
106	0.3581760728	634016.7942	0.8810970791	255833.4532
107	0.358992779	632419.3003	0.8816955093	255712.364
108	0.3588604432	630020.8282	0.8825911554	255326.5875
109	0.3578850346	628430.9416	0.883182981	254848.2227
110	0.3557161104	625469.5874	0.8842813403	254045.5663
111	0.3564745927	623767.6261	0.8849102461	253945.1376
112	0.3545182499	622438.8282	0.88540007	253411.8006
113	0.3542129308	618710.0266	0.8867690091	252790.8133
114	0.3536196278	617561.0661	0.8871891644	252428.7669
115	0.3533259643	616254.9979	0.8876658228	252234.7712
116	0.3519848445	614691.1537	0.8882352308	251784.8079
117	0.3510302692	613295.0998	0.8887423227	251390.642
118	0.3507402144	611743.8139	0.8893044475	251267.0128
119	0.3503378561	610382.0027	0.8897967407	251089.8612
120	0.3508681858	609210.1106	0.8902195	251052.931
121	0.350489402	605902.9575	0.8914081719	250504.3887
122	0.3503234941	603418.6978	0.89229682	250278.741
123	0.3507002581	602308.6598	0.8926927132	250270.2708
124	0.3507454223	599301.9314	0.8937613963	249895.1039
125	0.3514916063	598308.8978	0.8941131759	249872.1292
126	0.3489289856	596973.7407	0.8945852324	249295.3563
127	0.3492275597	595492.1736	0.895107819	249108.3831
128	0.3496965579	594557.2542	0.8954369207	249103.9318
129	0.350428716	593490.4118	0.8958118291	249128.0608
130	0.3504683556	591172.4435	0.8966240857	248758.2857
131	0.3508187696	590030.4122	0.8970231046	248701.7303
132	0.3503726931	588962.3404	0.8973955843	248472.9477
133	0.3484737821	587751.2525	0.897817123	248071.7737
134	0.3460113108	585393.3955	0.8986353241	247428.0506
135	0.3464384453	584620.9728	0.8989026476	247435.5643
136	0.3455945369	583493.4835	0.8992922206	247164.0843
137	0.3446950803	581913.3611	0.899836923	246645.4749
138	0.3446604499	579796.2622	0.9005644175	246297.493
139	0.3437055955	578782.6313	0.9009117908	246060.2701
140	0.3436140487	576773.7123	0.9015984553	245749.5893
141	0.3426421743	575820.0027	0.901923605	245483.9219
142	0.3423508248	575070.375	0.9021787991	245380.8353
143	0.3426410628	574155.5893	0.9024897671	245336.2317
144	0.342156638	573536.0349	0.9027000944	245259.0615
145	0.3396705317	571426.0205	0.9034147019	244627.0436
146	0.3370063432	569288.4607	0.9041359525	243785.9839
147	0.3347601967	568593.1851	0.9043699683	243414.6289
148	0.334650436	567211.3808	0.9048342068	243250.191
149	0.3347380968	566472.9782	0.9050818214	243131.0302
150	0.3347013356	565150.2681	0.9055245704	242965.5531
151	0.3337381727	563821.2983	0.9059683722	242634.6432
152	0.3331674667	563162.1871	0.9061880911	242556.9944
153	0.3329021537	561433.0743	0.9067632801	242377.751
154	0.3316682516	560561.7814	0.9070524453	242049.6747
155	0.3314278073	559872.4253	0.9072809109	242001.2828
156	0.3313117871	557707.2586	0.9079966601	241692.1091
157	0.3307777438	557121.1619	0.9081899318	241629.069
158	0.3305981401	556539.5405	0.9083815268	241587.6556
159	0.3299934945	554910.0556	0.9089172385	240963.1799
160	0.3302728668	554540.8773	0.9090383918	240960.5637
161	0.3300748819	552968.4225	0.9095535215	240516.2574
162	0.32956985	552397.7988	0.9097400937	240427.6446
163	0.3275157911	550868.7728	0.9102390774	239832.9146
164	0.3276387123	550560.3396	0.9103395641	239824.7528
165	0.3274492307	550228.6759	0.9104475564	239790.2181
166	0.3264742312	548964.6518	0.9108585362	239508.8477
167	0.3244085897	547335.2743	0.911386911	238921.0448
168	0.3243655941	546096.6841	0.9117875105	238637.1216
169	0.3228856014	545657.2429	0.9119294217	238426.9267
170	0.3226879295	544467.349	0.9123131072	238220.8904
171	0.3225298805	544116.3693	0.9124261218	238195.876
172	0.3211115587	543668.1175	0.9125703519	237978.473
173	0.3208494748	543179.775	0.9127273464	237917.9766
174	0.3200207882	542346.7072	0.912994839	237453.6964
175	0.3189827401	540577.9391	0.9135614175	236910.6174
176	0.3167679863	539420.7272	0.9139310985	236023.2912
177	0.3165971172	538954.4367	0.914079835	236012.625
178	0.3164540244	538325.277	0.9142803193	235955.2425
179	0.3163699807	537284.1407	0.9146115672	235796.4943
180	0.3162205326	536153.6674	0.9149705125	235657.5737
181	0.3160849554	535868.0844	0.9150610705	235631.7115
182	0.3159635817	535428.7965	0.915200274	235614.4785
183	0.3158102962	534971.464	0.9153450742	235599.2225
184	0.3154336992	534704.3151	0.9154296014	235564.8082
185	0.3152545236	534197.6708	0.9155897902	235543.8297
186	0.3151526156	533206.2664	0.9159028091	235392.4835
187	0.314315166	532263.0282	0.9162000807	235160.5895
188	0.314188119	532011.7471	0.9162791858	235138.0678
189	0.3129660444	531467.456	0.9164504045	234926.3553
190	0.3128744688	531238.9109	0.9165222462	234923.2494
191	0.3127740627	530972.3957	0.9166059844	234919.691
192	0.31247834	530478.694	0.9167609929	234824.4674
193	0.3120937364	530235.2281	0.9168373813	234783.4087
194	0.3103692366	529555.4973	0.917050464	234391.3692
195	0.3101025781	528215.0607	0.9174698643	234165.1157
196	0.3095165082	526995.7134	0.9178504545	233797.8867
197	0.3084012994	526451.8283	0.9180199316	233604.544
198	0.3084743088	525780.8221	0.9182287791	233494.255
199	0.3068460802	524504.088	0.918625421	233122.4213
200	0.3067453694	524141.8161	0.9187377921	233114.6293
201	0.3059802683	523405.5989	0.9189659159	232662.2276
202	0.3058682434	523196.4773	0.9190306558	232656.4578
203	0.3057872014	522852.5765	0.9191370642	232645.9544
204	0.3038730196	521387.7649	0.919589517	231908.8378
205	0.3017606141	520670.998	0.9198104503	231286.6635
206	0.3016972072	520449.7105	0.9198785976	231285.8476
207	0.3012517304	519082.5245	0.9202989917	230599.6789
208	0.2998193469	518100.5542	0.920600254	229961.2416
209	0.299756153	516994.81	0.9209388065	229791.5997
210	0.2996461346	516783.9489	0.921003285	229774.7657
211	0.2995723857	516611.4599	0.9210560103	229768.8847
212	0.299409098	516050.2311	0.9212274411	229731.3636
213	0.2993316925	515721	0.9213279201	229725.5484
214	0.2991277192	514198.2074	0.9217918314	229527.0766
215	0.2989391026	513268.984	0.9220742408	229148.8847
216	0.2988437579	512500.9268	0.922307283	229012.9697
217	0.2983662798	511877.1414	0.9224962937	228821.0926
218	0.2982689851	511695.1416	0.9225513973	228814.1563
219	0.2966896513	511114.7496	0.9227269904	228504.7086
220	0.2954260295	510530.3174	0.9229036044	228037.2373
221	0.2945955595	509731.8755	0.9231445651	227777.9193
222	0.2938428296	509247.8957	0.923290441	227534.2152
223	0.293736177	508843.697	0.9234121641	227481.5333
224	0.2931498256	508121.8388	0.9236293087	227306.3165
225	0.2929861094	507950.7467	0.9236807303	227290.7599
226	0.2924482562	507490.3775	0.923819008	227138.3157
227	0.29130716	506413.1786	0.9241420683	226878.6804
228	0.2911459235	505816.9671	0.9243205816	226675.8011
229	0.2909761692	505253.1444	0.9244892038	226635.4405
230	0.2899980557	504879.3683	0.9246008852	226416.6541
231	0.2898166986	504013.111	0.9248593984	226111.8445
232	0.2896430813	503810.7267	0.9249197311	226089.6733
233	0.2881901067	503192.1014	0.9251039989	225651.444
234	0.28731523	502791.8847	0.9252230894	225470.0697
235	0.28715692	502572.1113	0.925288446	225449.1024
236	0.286699136	501342.6643	0.9256535341	225103.4286
237	0.2864092834	500532.4159	0.925893651	224836.359
238	0.2858953685	499778.3238	0.9261167771	224484.7534
239	0.2858462499	499616.7365	0.9261645449	224480.379
240	0.2844967282	499119.4763	0.9263114461	224185.6574
241	0.2842130095	497859.1177	0.9266831277	223801.7085
242	0.2841962333	497724.9603	0.9267226355	223797.2626
243	0.2842657306	497572.8555	0.9267674158	223777.1474
244	0.2837113384	496914.0931	0.9269612003	223368.893
245	0.2831019959	496030.4648	0.9272207291	222997.4349
246	0.2822899343	495542.9703	0.9273637125	222662.5804
247	0.2819776704	494175.0534	0.9277641753	222259.0245
248	0.2812565664	493634.3616	0.9279221596	221735.2076
249	0.2810969212	492780.1352	0.9281714029	221639.461
250	0.2800706303	492312.5272	0.9283076571	221449.4223
251	0.279709181	491346.8822	0.9285886228	220964.018
252	0.2796716975	490509.1129	0.9288319346	220832.5635
253	0.2791023023	489614.0011	0.9290914415	220554.7542
254	0.279097722	489577.981	0.9291018744	220551.276
255	0.2791086787	488877.8401	0.9293045109	220427.4662
256	0.2775165112	488450.6495	0.929428007	219874.6357
257	0.2775200521	488191.3036	0.9295029284	219835.5981
258	0.2775166497	488113.4435	0.9295254133	219835.9356
259	0.2759896188	487799.6976	0.9296159824	219561.4432
260	0.2749206055	487210.4529	0.9297859225	219332.808
261	0.2748774794	486919.7027	0.9298697001	219279.5786
262	0.2748483825	486719.7068	0.9299272985	219265.5821
263	0.2738562383	486319.6815	0.9300424339	219029.7771
264	0.2738679249	486192.1771	0.9300791124	219013.9604
265	0.2734060563	485692.698	0.930222702	218673.1257
266	0.2733835384	484815.925	0.9304743987	218520.3899
267	0.2732991028	483924.8577	0.930729733	218424.6283
268	0.2731146286	483242.8202	0.9309248527	218349.2203
269	0.2716281099	482984.4883	0.9309986853	218035.42
270	0.2716166615	482258.0737	0.9312060869	217740.6956
271	0.2715559875	481574.7418	0.9314009027	217412.4311
272	0.2715618521	481465.9048	0.9314319063	217408.6966
273	0.2715062832	480758.2491	0.9316333202	217179.3768
274	0.2714621606	480647.6571	0.9316647702	217170.1839
275	0.2710572698	480176.6341	0.9317986383	216901.3609
276	0.2703943973	479946.6501	0.9318639537	216794.348
277	0.2703975434	479845.3109	0.9318927241	216790.8645
278	0.2703908169	479709.7626	0.931931197	216778.3859
279	0.2698727202	479469.3355	0.9319994111	216664.0958
280	0.2696915704	478456.3678	0.9322864353	216378.5094
281	0.2695242996	477643.3754	0.9325163573	216147.0907
282	0.2690652173	477085.4034	0.9326739309	215922.2103
283	0.2690502028	476489.2983	0.93284207	215806.7348
284	0.2690979369	476144.2015	0.9329393128	215762.4723
285	0.2688559876	475474.6386	0.9331277842	215397.1636
286	0.2684417952	475352.3372	0.9331621815	215356.7012
287	0.2683938311	474714.8639	0.9333413276	215240.8194
288	0.2683523365	474291.3009	0.9334602265	215131.9329
289	0.2682143693	473893.7478	0.9335717277	215033.1037
290	0.2668416159	473669.5545	0.9336345656	214779.8556
291	0.2664868307	473184.2901	0.9337704759	214692.587
292	0.266372898	472139.4471	0.9340626371	214471.6185
293	0.2661406193	471513.568	0.9342373375	214133.6543
294	0.2649502196	471166.5695	0.9343340946	213940.269
295	0.2649389108	470947.1681	0.9343952358	213921.0659
296	0.2645699517	470544.9404	0.9345072517	213710.9171
297	0.2640500343	469363.9706	0.9348355854	213458.9334
298	0.2637972376	469014.8889	0.9349324793	213153.2499
299	0.2635327092	468403.9773	0.9351018753	212972.4775
300	0.2634231324	467825.533	0.9352620651	212645.6931
301	0.2626142796	467405.4371	0.935378279	212328.484
302	0.2617765621	466968.2176	0.9354991191	212100.6747
303	0.2615820978	466578.5823	0.9356067125	211964.2934
304	0.2613119163	465766.4411	0.9358306873	211504.2306
305	0.2608832095	465387.9778	0.9359349278	211411.7831
306	0.2609548549	465113.1453	0.9360105721	211373.9298
307	0.2600170642	464700.9677	0.9361239351	211112.1797
308	0.2597344911	463808.0099	0.9363691846	210733.6376
309	0.2590115187	463449.0729	0.9364676331	210523.0119
310	0.2582026078	463046.3775	0.936577993	210334.4536
311	0.2580067903	462543.296	0.9367157291	210040.8419
312	0.2572065173	462376.6502	0.9367613211	209910.9387
313	0.2571619327	461830.5208	0.9369106198	209595.0324
314	0.2568602803	461406.7578	0.9370263448	209465.6396
315	0.2567731663	461195	0.9370841338	209429.5754
316	0.2562956672	461038.499	0.937126826	209357.648
317	0.2560823838	460605.1701	0.9372449592	209099.0526
318	0.2560546196	460415.5815	0.9372966094	209061.2659
319	0.2557117969	460044.1467	0.9373977391	208897.3968
320	0.2553418253	459054.0977	0.9376668985	208676.1558
321	0.2551281505	458553.9998	0.9378026371	208570.4166
322	0.2549969725	457466.536	0.9380972902	208306.5911
323	0.2545451907	456422.6876	0.9383794674	207979.7127
324	0.2545426667	456337.3759	0.9384025007	207972.9751
325	0.2545248137	456253.6575	0.9384250997	207962.6876
326	0.2541688686	456008.2992	0.9384913078	207800.7038
327	0.2537848143	455693.8729	0.9385761014	207553.0041
328	0.2537910838	455473.5328	0.9386354872	207521.204
329	0.2533835202	454487.0303	0.9389010161	207210.5545
330	0.2533157176	454044.6034	0.9390199135	207076.3113
331	0.253308379	453965.7915	0.9390410812	207067.899
332	0.2524510298	453628.1429	0.939131727	206852.881
333	0.2523658086	453174.8204	0.9392533207	206721.1809
334	0.2516121231	452721.826	0.939374705	206372.3292
335	0.2511882052	452411.4773	0.9394577959	206131.5187
336	0.2511718013	452226.4105	0.9395073175	206106.1273
337	0.2509218928	451910.7776	0.9395917301	205940.1529
338	0.2502778877	451667.0939	0.9396568604	205756.0323
339	0.2502911753	451595.7545	0.939675921	205748.6999
340	0.250295684	451522.9193	0.939695378	205738.9464
341	0.2500129128	451063.4227	0.9398180547	205658.279
342	0.2497082352	450752.2783	0.9399010533	205395.4734
343	0.2497025937	450387.097	0.9399983933	205272.3017
344	0.2496035774	449929.6241	0.9401202226	205221.6867
345	0.2494522167	449311.5183	0.9402846333	204917.2592
346	0.2494933164	448877.489	0.9403999462	204804.943
347	0.2490940723	448343.6894	0.9405416132	204669.3371
348	0.2483434944	447902.5123	0.9406585715	204315.1952
349	0.2476321962	447628.7404	0.940731092	204083.6229
350	0.2474752084	447323.1759	0.9408119818	203998.3281
351	0.2471374137	446823.5489	0.9409441252	203832.6355
352	0.2469633779	446370.3438	0.9410638631	203561.3457
353	0.2463778578	446017.1522	0.9411570929	203428.7592
354	0.2460560241	445705.7992	0.9412392177	203279.696
355	0.2458041332	445290.2044	0.9413487486	203028.323
356	0.2457797119	444823.958	0.9414715073	202938.4158
357	0.2457824003	444751.5821	0.9414905517	202927.9144
358	0.2456711093	444354.8044	0.9415949016	202686.9112
359	0.245674796	444273.8168	0.9416161894	202670.7535
360	0.2457140032	444124.9724	0.9416553033	202618.9071
361	0.245091852	443872.1339	0.9417217152	202398.7797
362	0.2450940426	443335.5992	0.9418625189	202344.6151
363	0.2450943761	443319.4222	0.9418667616	202343.311
364	0.2447702131	442810.4593	0.9420001673	202203.3194
365	0.2445810895	442580.0356	0.942060514	202074.4945
366	0.2440784626	442336.5273	0.9421242532	201944.889
367	0.2440568643	441821.1057	0.9422590512	201892.6373
368	0.2436511196	441739.9663	0.9422802572	201849.576
369	0.2436691241	441665.7628	0.9422996471	201839.521
370	0.243668701	441218.195	0.9424165307	201605.1382
371	0.2435602292	440506.5807	0.9426021267	201495.977
372	0.2435323591	439979.7223	0.9427393436	201379.4808
373	0.2435285431	439892.2599	0.9427621067	201362.1479
374	0.2435362214	439817.0615	0.9427816744	201352.2424
375	0.2435130755	439539.5392	0.9428538606	201327.7726
376	0.2435183214	439471.6809	0.9428715042	201314.3065
377	0.2435216318	439345.7831	0.9429042313	201290.3664
378	0.2432708885	438980.2053	0.9429992101	201066.7122
379	0.2430216457	438472.2864	0.9431310385	200979.5293
380	0.2424692343	438251.006	0.9431884232	200809.2767
381	0.2424599844	438100.5829	0.943227416	200780.5586
382	0.2421567206	437918.92	0.9432744889	200743.2045
383	0.2421413193	437868.5211	0.9432875449	200739.4931
384	0.2421876912	437760.2462	0.9433155888	200700.0653
385	0.2421595442	437355.55	0.9434203465	200668.3314
386	0.2421685021	437278.5647	0.9434402635	200658.2221
387	0.2419057079	436929.3206	0.9435305733	200445.4026
388	0.2413248311	436537.5477	0.9436317946	200133.69
389	0.2407931754	436197.5168	0.9437195738	199874.7421
390	0.2408296908	436113.8398	0.9437411646	199825.0738
391	0.2406026216	435854.0419	0.9438081727	199722.9655
392	0.240408127	435658.0791	0.9438586898	199628.0624
393	0.2404186838	435591.5118	0.9438758449	199619.3094
394	0.2404320864	435507.1598	0.9438975796	199590.2316
395	0.2402593718	435138.5092	0.9439925192	199485.1403
396	0.2402556998	435038.33	0.9440183047	199474.9414
397	0.2399733771	434913.1089	0.9440505276	199429.0242
398	0.2399903464	434863.4765	0.9440632968	199421.6982
399	0.2399623731	434401.7306	0.9441820229	199284.183
400	0.2399556061	434187.7322	0.9442370043	199251.7661
401	0.2397359516	433785.2005	0.9443403512	198976.6304
402	0.2391884203	433584.2112	0.9443919177	198773.6424
403	0.2389088859	432758.9684	0.9446033945	198548.8489
404	0.2384783361	432470.9908	0.9446770969	198296.1066
405	0.2383144351	431558.3816	0.9449103376	198072.7999
406	0.2381762558	431453.7815	0.9449370393	198043.4477
407	0.2380966793	431049.6628	0.9450401398	197941.7809
408	0.2381055431	430998.8907	0.9450530862	197933.2571
409	0.238065047	430574.3367	0.9451612834	197782.4253
410	0.2380744532	430495.5511	0.9451813501	197755.2221
411	0.2379291222	429841.8667	0.9453477021	197509.019
412	0.2375757155	429666.1399	0.9453923786	197395.5366
413	0.2375927121	429612.411	0.9454060349	197386.6325
414	0.2375798023	429508.2384	0.9454325076	197335.446
415	0.2375918459	429463.7898	0.9454438011	197328.2683
416	0.237577392	429151.203	0.9455231901	197262.1128
417	0.2375867875	429092.8298	0.9455380089	197253.6315
418	0.2374187185	428382.4689	0.9457181827	197091.7583
419	0.237383792	428019.516	0.9458101258	196878.8211
420	0.2371015051	427778.2337	0.9458712042	196694.4182
421	0.2370546985	427197.5447	0.9460180591	196588.068
422	0.237070614	427147.6938	0.946030657	196579.7044
423	0.2370238887	426797.4091	0.9461191363	196367.7114
424	0.2366229411	426403.3853	0.9462185772	196211.6834
425	0.2366336319	426351.6325	0.9462316313	196202.3236
426	0.2366643	426276.9648	0.9462504628	196160.2203
427	0.2363671934	425950.725	0.9463327029	196056.0218
428	0.2358248804	425651.142	0.9464081677	195966.1672
429	0.2358011168	425582.507	0.9464254494	195950.3958
430	0.2357888021	425489.0968	0.9464489647	195901.9148
431	0.2357756246	425153.1737	0.9465334883	195729.3563
432	0.2357530303	425089.8227	0.9465494209	195714.5071
433	0.235629718	424722.1219	0.94664185	195473.2418
434	0.2351484841	424403.6394	0.9467218424	195237.0365
435	0.2351625993	424349.817	0.9467353549	195227.2235
436	0.2349147347	423650.3353	0.9469108089	195076.0101
437	0.2349287959	423597.4688	0.9469240578	195066.9521
438	0.2347171124	423366.0938	0.9469820237	194960.6289
439	0.2346988909	423039.967	0.9470636737	194784.3366
440	0.2347036443	422807.0285	0.9471219543	194663.0779
441	0.2347135085	422757.4495	0.9471343547	194654.4353
442	0.2347525332	422692.1012	0.947150697	194617.0913
443	0.2347332287	422467.5695	0.9472068286	194607.2664
444	0.2343500074	422292.2412	0.9472506389	194455.9633
445	0.2342938699	421750.841	0.9473858069	194359.3276
446	0.2343454589	421615.4492	0.9474195823	194315.8677
447	0.2342359587	420984.1041	0.9475769367	194152.4888
448	0.2341887766	420808.2144	0.9476207329	194056.2004
449	0.2341696233	420479.2308	0.9477026	193862.873
450	0.2341041111	420240.5734	0.9477619496	193833.0732
451	0.2336822689	420071.2092	0.9478040468	193700.0348
452	0.23371124	419549.2862	0.9479336693	193606.1404
453	0.2331695207	419355.4519	0.9479817681	193432.146
454	0.2331475369	419297.7744	0.9479960761	193419.5
455	0.2331642339	418844.641	0.9481084162	193214.3355
456	0.2329255621	418500.0159	0.9481937738	192900.5414
457	0.2328842409	418132.5967	0.9482846997	192870.0781
458	0.2329331395	418007.5816	0.9483156192	192830.2068
459	0.2329571402	417507.1197	0.948439304	192742.4587
460	0.232524429	416828.0971	0.9486068815	192566.1701
461	0.2323288985	416623.0767	0.9486574253	192477.841
462	0.2323370341	416417.4404	0.9487080961	192369.1783
463	0.2322982617	415867.1718	0.9488435643	192257.7914
464	0.2321543511	415764.6419	0.9488687859	192223.6785
465	0.2321509066	415474.7139	0.9489400724	192053.8723
466	0.2317626839	415321.2069	0.9489777961	191936.8516
467	0.2316602499	414801.7514	0.9491053464	191733.2016
468	0.2316712678	414745.9258	0.9491190447	191723.8827
469	0.2316397595	414472.5603	0.9491860955	191538.2045
470	0.2315215237	414386.4811	0.9492071997	191487.5815
471	0.2314573403	413658.3435	0.9493855436	191316.1532
472	0.2313292158	413235.0041	0.9494890887	191137.3469
473	0.2309129181	412629.8495	0.9496369199	190974.0488
474	0.2309066838	412354.3405	0.9497041514	190808.7991
475	0.2309359814	412298.3309	0.9497178137	190780.3471
476	0.2309181258	411998.0294	0.9497910341	190713.8026
477	0.2308230978	411599.8012	0.9498880489	190556.29
478	0.2306420512	411441.5857	0.9499265667	190521.4101
479	0.2306672943	410969.2481	0.95004147	190437.3616
480	0.230268101	410396.863	0.9501805344	190287.1188
481	0.2301419323	410300.2401	0.9502039904	190257.2308
482	0.2299000674	409978.0214	0.9502821717	190051.4099
483	0.22978481	409731.0474	0.9503420545	189917.8583
484	0.2294788456	409500.9112	0.9503978222	189727.481
485	0.2294977536	409320.5241	0.9504415126	189634.765
486	0.2294360392	408980.3028	0.9505238629	189587.2063
487	0.2293939429	408704.4291	0.9505905877	189416.0235
488	0.2289693371	408175.8627	0.9507183048	189263.5739
489	0.2289969932	408098.3897	0.9507370107	189235.1208
490	0.2289968017	407539.5478	0.9508718378	189138.0168
491	0.2289978844	407005.4387	0.9510005252	189045.6244
492	0.2290006882	406601.1137	0.9510978304	188991.2018
493	0.228735348	406414.0819	0.9511428089	188826.7707
494	0.2286334759	406333.5158	0.9511621776	188781.7227
495	0.2283531674	406191.5575	0.951196296	188670.4484
496	0.2280472741	405990.6379	0.9512445648	188508.0049
497	0.2280735313	405505.3774	0.9513610451	188410.1244
498	0.2280490755	405170.5761	0.9514413284	188316.8818
499	0.2279892148	404813.859	0.9515267941	188262.6864
500	0.2278254231	404598.6795	0.9515783124	188225.8385
501	0.2277777439	404277.6416	0.9516551244	188124.0299
502	0.22765883	404013.1073	0.9517183715	187969.9713
503	0.227465391	403952.7769	0.95173279	187944.5807
504	0.2273876253	403687.7137	0.9517961126	187775.9199
