iter	Passed	Remaining
0	435	2177537
1	531	1327357
2	588	980981
3	864	1079198
4	1115	1113934
5	1120	932553
6	1126	803270
7	1142	712818
8	1149	637222
9	1155	576552
10	1161	526826
11	1167	485389
12	1175	450806
13	1188	423122
14	1200	398820
15	1208	376386
16	1217	356926
17	1224	339001
18	1231	322728
19	1238	308348
20	1244	294975
21	1251	283187
22	1257	272037
23	1263	261902
24	1269	252560
25	1275	243991
26	1284	236580
27	1290	229142
28	1296	222204
29	1301	215679
30	1309	209945
31	1315	204261
32	1323	199169
33	1328	194068
34	1339	190010
35	1347	185764
36	1356	181923
37	1363	177979
38	1372	174565
39	1380	171134
40	1387	167846
41	1396	164875
42	1402	161695
43	1409	158721
44	1415	155825
45	1422	153151
46	1430	150787
47	1443	148942
48	1449	146458
49	1455	144056
50	1460	141756
51	1468	139721
52	1476	137819
53	1482	135822
54	1495	134465
55	1511	133486
56	1519	131746
57	1526	130054
58	1537	128729
59	1543	127098
60	1550	125508
61	1556	123932
62	1561	122363
63	1573	121344
64	1583	120254
65	1589	118816
66	1595	117459
67	1602	116203
68	1608	114931
69	1614	113678
70	1622	112669
71	1631	111648
72	1636	110457
73	1642	109342
74	1650	108357
75	1657	107416
76	1664	106407
77	1670	105391
78	1677	104509
79	1685	103629
80	1692	102779
81	1698	101859
82	1703	100939
83	1710	100076
84	1715	99194
85	1721	98345
86	1727	97560
87	1733	96765
88	1739	95971
89	1744	95188
90	1750	94425
91	1755	93655
92	1760	92905
93	1767	92224
94	1773	91558
95	1779	90918
96	1784	90221
97	1790	89546
98	1795	88905
99	1800	88244
100	1806	87610
101	1812	87014
102	1816	86385
103	1822	85790
104	1828	85228
105	1833	84668
106	1839	84131
107	1844	83559
108	1850	83013
109	1855	82493
110	1861	81990
111	1866	81470
112	1872	80963
113	1911	81945
114	2247	95475
115	2519	106062
116	2799	116825
117	3150	130358
118	3155	129448
119	3161	128559
120	3166	127667
121	3171	126813
122	3177	125973
123	3182	125149
124	3201	124842
125	3207	124071
126	3213	123312
127	3220	122575
128	3227	121873
129	3233	121117
130	3239	120414
131	3245	119704
132	3251	118988
133	3258	118324
134	3268	117778
135	3275	117135
136	3281	116482
137	3287	115821
138	3294	115196
139	3302	114640
140	3312	114138
141	3318	113532
142	3329	113079
143	3336	112509
144	3344	111999
145	3351	111414
146	3358	110888
147	3367	110392
