iter	Passed	Remaining
0	97	9645
1	192	9441
2	283	9162
3	383	9207
4	488	9279
5	580	9091
6	668	8881
7	682	7844
8	797	8062
9	923	8312
10	1065	8622
11	1175	8623
12	1283	8590
13	1373	8436
14	1460	8276
15	1550	8140
16	1640	8007
17	1737	7915
18	1830	7802
19	1912	7649
20	1999	7520
21	2096	7433
22	2142	7173
23	2227	7055
24	2307	6923
25	2408	6854
26	2497	6752
27	2607	6706
28	2691	6590
29	2780	6487
30	2941	6546
31	3046	6473
32	3142	6379
33	3247	6304
34	3255	6045
35	3336	5931
36	3425	5833
37	3517	5738
38	3534	5528
39	3613	5420
40	3709	5337
41	3727	5147
42	3801	5039
43	3881	4940
44	3974	4857
45	4057	4762
46	4137	4665
47	4225	4577
48	4307	4483
49	4395	4395
50	4476	4300
51	4564	4213
52	4645	4119
53	4746	4043
54	4838	3958
55	4917	3863
56	5003	3774
57	5103	3695
58	5183	3601
59	5278	3519
60	5356	3424
61	5440	3334
62	5532	3249
63	5587	3142
64	5668	3052
65	5746	2960
66	5769	2841
67	5856	2756
68	5935	2666
69	6028	2583
70	6107	2494
71	6186	2405
72	6194	2291
73	6200	2178
74	6283	2094
75	6364	2009
76	6453	1927
77	6546	1846
78	6625	1761
79	6713	1678
80	6801	1595
81	6828	1498
82	6908	1414
83	6988	1331
84	7083	1250
85	7089	1154
86	7166	1070
87	7244	987
88	7331	906
89	7421	824
90	7464	738
91	7550	656
92	7668	577
93	7757	495
94	7850	413
95	7929	330
96	8012	247
97	8100	165
98	8185	82
99	8261	0
